Sample_ID,State,Water_Source,pH,Temperature_C,Turbidity_NTU,Dissolved_Oxygen_mgL,BOD_mgL,COD_mgL,Total_Dissolved_Solids_mgL,Electrical_Conductivity_uScm,Total_Hardness_mgL,Calcium_mgL,Magnesium_mgL,Chloride_mgL,Sulfate_mgL,Nitrate_mgL,Fluoride_mgL,Total_Coliform_MPN100mL,Lead_mgL,Sampling_Date,WQI_Score,WQI_Class
WQ1826,UP,River,7.52,27.4,24.47,7.21,5.84,1.5,603.3,639.3,271.7,63.09,18.93,82.95,30.79,5.81,0.43,402.0,0.0154,2024-11-06,75.54,Good
WQ1827,Maharashtra,Tap,7.18,22.5,1.38,7.77,1.61,61.64,367.2,645.0,279.6,54.58,11.4,235.79,11.8,4.71,0.59,121.0,0.0012,2024-08-01,93.65,Excellent
WQ1828,MadhyaPradesh,Pond,6.48,22.4,10.37,7.65,0.28,5.05,542.2,267.4,290.3,53.52,22.3,3.37,100.28,3.31,0.72,392.0,0.0129,2025-04-07,88.96,Good
WQ1829,Assam,Well,7.46,27.7,8.88,9.57,1.73,51.1,145.5,983.8,67.4,63.11,37.9,200.92,27.05,15.08,0.18,61.0,0.0049,2025-02-26,87.31,Good
WQ1830,Delhi,Well,6.26,25.7,1.27,9.59,0.79,11.1,609.6,986.0,219.8,39.29,24.95,75.14,69.38,5.29,1.0,60.0,0.0008,2025-01-23,92.55,Excellent
WQ1831,Kerala,River,8.15,25.6,2.55,8.09,1.03,84.71,339.0,936.7,101.6,63.0,35.31,131.74,39.71,14.3,1.8,77.0,0.0168,2025-11-27,86.88,Good
WQ1832,MadhyaPradesh,Lake,6.83,26.3,2.64,8.69,4.44,16.15,452.4,511.2,377.8,71.27,42.46,38.74,24.05,0.89,0.38,184.0,0.0087,2024-04-21,89.59,Good
WQ1833,Maharashtra,River,7.36,16.3,19.13,8.03,0.24,53.42,431.4,488.0,243.9,65.24,17.94,51.07,83.0,1.22,0.72,125.0,0.0027,2024-09-28,90.48,Excellent
WQ1834,Gujarat,Reservoir,7.43,27.8,1.0,6.08,5.27,0.11,195.7,312.1,230.7,71.44,22.76,162.51,43.91,30.29,0.8,389.0,0.0225,2024-04-11,76.67,Good
WQ1835,Bihar,Tap,6.99,27.1,8.03,8.51,1.67,27.59,219.4,725.2,339.7,70.84,51.05,42.87,24.76,7.09,0.65,4.0,0.0005,2024-07-28,92.87,Excellent
WQ1836,WestBengal,Groundwater,7.67,18.9,2.03,4.21,2.72,46.67,643.6,375.9,292.2,15.7,42.33,61.2,5.8,5.7,0.48,185.0,0.0023,2024-01-22,88.4,Good
WQ1837,WestBengal,Lake,6.82,22.8,6.56,9.11,0.28,3.01,529.8,346.8,137.1,75.92,4.93,2.0,112.9,5.92,1.28,60.0,0.0139,2024-06-07,94.34,Excellent
WQ1838,Delhi,River,7.9,23.8,2.72,4.61,1.23,2.02,660.0,572.9,242.9,43.22,29.65,13.81,1.81,1.94,0.36,30.0,0.0124,2024-12-08,91.96,Excellent
WQ1839,Gujarat,Pond,6.12,23.3,4.32,7.57,0.28,11.05,514.9,553.3,216.5,32.6,25.01,82.11,99.46,10.15,0.04,107.0,0.0034,2025-02-03,89.77,Good
WQ1840,Odisha,Lake,7.3,25.7,8.94,5.31,9.77,54.26,478.6,538.6,75.5,32.39,34.92,100.98,22.31,0.71,1.12,105.0,0.0006,2025-03-29,79.9,Good
WQ1841,Delhi,Tap,8.75,31.2,8.15,8.11,4.94,15.63,104.8,839.9,181.0,70.84,16.06,69.9,50.99,6.81,0.67,22.0,0.0195,2025-11-29,79.13,Good
WQ1842,Kerala,Lake,6.4,29.4,10.07,6.93,1.85,14.99,395.9,723.7,231.6,54.44,14.92,12.37,127.68,6.77,1.14,34.0,0.0038,2024-05-22,88.83,Good
WQ1843,Kerala,Tap,6.66,17.4,0.31,3.81,0.76,3.04,444.5,613.6,238.5,17.95,16.89,47.16,8.23,19.64,0.09,79.0,0.0022,2025-01-31,90.38,Excellent
WQ1844,Haryana,River,7.61,27.1,5.89,7.84,8.13,0.02,840.6,754.9,101.8,71.95,18.14,35.09,41.85,5.98,0.02,79.0,0.0073,2025-06-19,80.4,Good
WQ1845,MadhyaPradesh,Tap,7.34,30.6,0.75,5.84,1.27,33.23,587.4,402.5,365.2,24.01,34.78,54.76,72.29,1.18,1.63,57.0,0.0241,2024-05-20,95.25,Excellent
WQ1846,Odisha,Lake,7.48,25.9,2.69,8.76,0.53,1.83,757.2,731.6,239.8,63.5,10.83,163.42,70.85,6.8,0.1,24.0,0.0004,2024-08-27,93.72,Excellent
WQ1847,WestBengal,Pond,7.59,29.5,3.98,7.0,2.48,20.09,569.5,745.2,253.8,65.96,17.53,119.64,37.29,0.77,1.0,1.0,0.0145,2024-10-18,91.89,Excellent
WQ1848,UP,Well,7.71,34.1,2.58,7.79,8.64,49.21,307.7,249.1,290.1,82.14,3.53,7.02,49.01,1.82,1.04,527.0,0.0085,2024-03-22,76.9,Good
WQ1849,MadhyaPradesh,Lake,8.09,29.1,3.67,5.08,0.01,4.68,473.4,998.7,171.2,104.54,37.09,176.81,70.84,0.25,0.74,431.0,0.0055,2025-07-13,89.05,Good
WQ1850,Karnataka,Tap,7.53,25.2,28.31,5.82,0.82,21.89,497.2,435.6,295.6,25.88,40.25,51.06,91.95,5.76,0.08,99.0,0.0136,2024-06-19,84.91,Good
WQ1851,Kerala,Well,7.01,29.2,0.73,6.08,8.36,1.64,262.2,727.1,213.3,58.69,21.08,108.96,71.73,0.71,0.66,796.0,0.0338,2025-08-02,79.02,Good
WQ1852,Assam,Tap,7.74,24.7,5.63,8.71,0.56,18.51,373.1,1049.3,160.3,53.09,21.42,12.07,21.85,5.07,1.32,168.0,0.0026,2025-06-09,90.57,Excellent
WQ1853,TamilNadu,Pond,8.72,24.1,2.52,10.35,0.36,3.58,408.8,977.7,307.3,70.84,30.44,88.87,286.09,21.62,0.33,11.0,0.0016,2025-06-25,83.51,Good
WQ1854,Gujarat,Tap,7.09,22.2,0.71,5.39,2.53,26.63,771.1,710.3,399.2,65.39,42.69,21.57,28.5,10.18,0.32,19.0,0.0244,2024-04-19,92.3,Excellent
WQ1855,Punjab,River,6.42,31.8,0.86,9.15,5.94,7.17,33.9,591.3,322.5,51.19,29.9,46.15,1.24,0.64,0.35,372.0,0.0111,2024-07-30,84.02,Good
WQ1856,Delhi,Groundwater,8.09,19.9,14.91,2.66,1.95,12.45,691.2,984.3,342.3,48.98,16.63,2.0,22.52,2.03,0.05,149.0,0.0058,2025-03-13,85.05,Good
WQ1857,Kerala,Lake,7.1,31.7,10.58,4.61,15.64,18.3,262.6,902.4,197.9,32.09,5.57,13.15,6.84,8.96,1.34,278.0,0.0085,2024-11-17,67.4,Medium
WQ1858,MadhyaPradesh,Groundwater,5.46,26.5,11.88,5.08,3.41,3.76,175.6,514.5,90.2,84.7,11.62,7.73,6.47,18.01,1.22,343.0,0.0137,2025-12-14,74.79,Good
WQ1859,Odisha,Tap,7.88,17.0,23.86,4.29,0.23,27.07,686.0,461.5,399.0,71.48,25.88,21.93,16.53,0.27,3.7,89.0,0.0148,2024-03-24,87.13,Good
WQ1860,TamilNadu,Pond,6.77,25.8,1.17,3.83,14.81,7.21,596.4,78.3,455.5,82.94,17.14,8.43,2.74,13.39,0.53,7.0,0.0252,2025-01-10,72.2,Good
WQ1861,Assam,Lake,7.13,13.5,2.2,7.83,1.57,21.72,700.9,746.2,404.3,52.24,27.34,94.19,58.32,6.6,0.83,31.0,0.0056,2024-02-22,94.04,Excellent
WQ1862,MadhyaPradesh,Tap,7.47,27.1,5.53,6.57,1.02,3.45,610.1,675.2,216.4,43.58,18.36,2.36,3.84,6.32,0.14,10.0,0.0035,2025-05-10,92.47,Excellent
WQ1863,Punjab,Well,7.35,28.4,3.31,7.76,2.45,23.3,862.0,1040.9,134.5,33.04,12.3,76.93,11.36,25.33,0.66,31.0,0.0102,2024-09-12,85.67,Good
WQ1864,TamilNadu,Reservoir,7.77,21.0,2.71,8.38,1.09,2.74,561.7,807.7,143.4,68.97,10.88,12.13,4.88,11.02,0.63,79.0,0.0054,2025-08-08,89.61,Good
WQ1865,Karnataka,Tap,6.85,24.6,2.21,7.53,0.27,11.08,418.7,1100.3,81.6,34.01,43.75,232.27,3.26,15.18,1.39,19.0,0.009,2024-08-07,93.44,Excellent
WQ1866,Punjab,Groundwater,7.61,33.8,4.5,8.32,0.0,5.68,518.6,490.8,239.3,106.22,35.67,216.36,15.58,3.5,1.07,27.0,0.0054,2025-10-16,94.28,Excellent
WQ1867,Maharashtra,Lake,6.99,21.5,4.29,6.86,1.79,27.6,698.7,1041.4,410.6,27.31,45.77,20.44,42.42,6.47,1.67,89.0,0.0017,2024-04-09,93.15,Excellent
WQ1868,Rajasthan,Groundwater,7.79,18.7,0.88,4.63,5.44,6.08,294.1,541.3,235.8,66.84,31.48,76.24,167.17,7.64,1.22,62.0,0.0063,2024-05-08,84.71,Good
WQ1869,Maharashtra,Lake,7.69,31.4,3.19,9.12,2.55,42.69,319.6,933.3,280.2,99.17,19.84,2.27,104.2,3.1,1.22,95.0,0.0117,2024-08-06,89.89,Good
WQ1870,WestBengal,Tap,6.45,33.8,4.03,5.82,21.42,44.48,388.2,262.4,387.6,74.98,40.88,214.81,104.35,6.76,0.04,84.0,0.0161,2025-04-21,61.04,Medium
WQ1871,MadhyaPradesh,River,8.07,24.0,4.22,5.13,1.01,4.37,29.1,770.5,209.6,64.39,24.6,59.22,9.68,2.16,1.12,155.0,0.0068,2025-04-02,89.67,Good
WQ1872,Kerala,Well,6.77,29.1,1.18,6.64,0.99,19.03,477.6,104.6,453.6,35.79,27.65,3.53,15.39,1.24,0.56,415.0,0.0018,2024-01-22,92.49,Excellent
WQ1873,Kerala,Tap,7.85,30.7,6.78,5.17,0.52,1.84,72.8,619.9,449.2,25.46,24.49,33.54,3.97,3.75,0.29,17.0,0.0054,2025-11-20,91.64,Excellent
WQ1874,Kerala,Groundwater,7.49,20.3,0.13,6.17,0.54,9.94,460.6,832.1,236.9,79.25,1.0,6.4,75.36,10.75,0.03,16.0,0.0154,2025-07-13,93.32,Excellent
WQ1875,Assam,Reservoir,8.67,21.6,2.19,7.69,1.01,24.99,623.1,543.7,192.2,97.65,44.26,39.93,3.62,19.83,0.68,287.0,0.0053,2025-09-20,80.66,Good
WQ1876,Rajasthan,Reservoir,7.02,30.2,7.58,7.7,4.72,21.54,354.6,384.9,319.7,49.03,30.89,88.68,40.67,4.9,0.24,106.0,0.0119,2024-11-24,88.02,Good
WQ1877,Maharashtra,Pond,6.92,32.4,4.15,5.2,7.09,19.6,785.4,953.8,215.2,31.52,28.96,50.77,14.24,8.24,0.38,218.0,0.0071,2025-11-21,83.07,Good
WQ1878,Rajasthan,Lake,7.18,26.8,1.51,6.02,11.08,6.64,157.9,669.0,134.3,2.0,24.26,38.72,13.95,0.87,0.69,36.0,0.0028,2025-04-24,81.41,Good
WQ1879,Bihar,Groundwater,6.96,19.6,5.94,9.15,0.79,9.5,688.3,553.1,378.1,35.48,26.96,10.15,234.02,18.79,1.46,265.0,0.0159,2024-12-04,88.55,Good
WQ1880,MadhyaPradesh,Pond,7.84,33.9,4.19,7.99,6.39,2.17,585.0,712.6,371.6,57.16,17.83,22.48,70.69,6.73,1.05,386.0,0.0009,2024-06-27,79.08,Good
WQ1881,Rajasthan,Groundwater,5.91,21.3,7.95,11.15,1.19,25.39,106.8,1491.0,265.6,99.98,32.4,8.44,90.68,12.13,0.36,151.0,0.0074,2025-02-24,85.23,Good
WQ1882,UP,Lake,6.36,22.3,6.64,9.36,0.36,14.02,992.2,1046.1,123.7,76.83,9.31,131.81,42.43,12.66,0.29,17.0,0.0023,2025-04-26,90.3,Excellent
WQ1883,Delhi,Tap,6.35,25.7,4.71,9.29,6.12,24.67,437.3,1048.8,127.0,67.63,27.23,11.62,102.4,2.37,0.16,338.0,0.0007,2024-02-18,82.07,Good
WQ1884,Delhi,Tap,7.96,31.8,3.35,4.22,3.03,5.73,274.5,830.7,260.7,50.0,31.74,72.38,51.85,6.03,0.28,236.0,0.007,2024-01-30,85.48,Good
WQ1885,UP,Reservoir,8.57,28.3,0.71,8.53,0.54,7.84,168.6,749.9,200.0,45.42,22.62,33.57,146.1,25.85,0.07,208.0,0.0069,2024-03-25,81.29,Good
WQ1886,TamilNadu,Tap,7.12,26.1,1.51,6.89,1.69,8.14,406.0,50.0,215.9,95.14,29.45,20.49,16.52,0.75,2.13,6.0,0.0123,2025-05-16,96.13,Excellent
WQ1887,Haryana,Tap,7.06,26.3,2.72,5.9,1.02,0.52,424.5,496.3,352.2,65.02,13.1,81.61,45.23,9.19,0.51,241.0,0.0137,2025-06-29,92.19,Excellent
WQ1888,Assam,River,7.26,24.2,4.57,7.34,4.0,8.34,470.5,555.8,323.3,7.43,13.41,48.85,58.58,26.22,0.08,22.0,0.013,2024-11-24,83.24,Good
WQ1889,TamilNadu,Reservoir,8.13,26.8,3.6,8.89,1.81,32.52,390.4,137.5,387.8,43.16,27.84,40.89,24.96,2.86,0.26,38.0,0.0053,2025-09-01,89.32,Good
WQ1890,Punjab,Pond,6.46,11.4,1.7,8.0,13.61,45.52,576.6,352.8,150.9,38.54,33.14,71.89,105.89,15.81,0.48,129.0,0.01,2025-03-09,70.34,Good
WQ1891,Odisha,Well,7.39,22.5,0.03,5.24,0.17,14.61,372.5,105.7,215.7,46.34,2.5,54.07,195.11,21.7,0.46,46.0,0.0086,2025-08-10,90.82,Excellent
WQ1892,Assam,River,7.98,25.2,3.43,8.48,1.32,12.16,63.0,688.5,325.9,74.07,31.26,28.93,34.04,11.0,0.02,162.0,0.0055,2025-11-17,87.17,Good
WQ1893,Assam,Pond,7.6,18.2,1.68,5.72,1.97,0.63,420.1,945.6,294.8,57.31,18.48,65.51,24.77,2.1,1.81,141.0,0.0091,2024-09-05,91.5,Excellent
WQ1894,Punjab,Lake,7.35,25.9,6.63,7.43,2.1,42.27,20.0,1032.0,403.2,58.08,22.69,88.57,31.93,3.25,0.19,17.0,0.0294,2024-05-13,91.97,Excellent
WQ1895,Rajasthan,River,8.0,23.0,0.12,6.39,1.14,0.26,520.8,824.4,292.1,92.84,8.93,2.16,95.78,0.29,0.01,160.0,0.0021,2025-11-20,91.57,Excellent
WQ1896,Maharashtra,Pond,5.04,32.8,4.4,6.56,3.92,57.92,254.1,411.0,434.8,42.59,14.78,50.17,51.85,14.24,0.05,386.0,0.0236,2024-12-30,74.87,Good
WQ1897,Maharashtra,Lake,7.74,31.9,14.19,8.53,6.23,13.44,482.7,120.4,304.0,106.6,36.59,4.75,2.29,15.16,0.52,26.0,0.0005,2025-07-28,77.89,Good
WQ1898,Delhi,Reservoir,6.68,21.7,0.96,4.92,8.38,8.37,712.8,172.9,356.2,43.22,25.39,16.5,39.06,8.01,0.09,136.0,0.0037,2025-02-28,81.78,Good
WQ1899,Gujarat,Well,5.74,23.2,3.19,10.89,4.91,51.6,260.3,319.3,217.6,62.23,20.41,65.77,1.0,3.48,0.03,63.0,0.0034,2025-02-18,83.7,Good
WQ1900,TamilNadu,Lake,7.61,23.6,0.48,3.36,5.7,0.49,662.3,433.3,251.4,52.97,23.6,160.91,75.37,0.64,0.29,92.0,0.0098,2025-10-17,87.14,Good
WQ1901,Bihar,Tap,8.3,21.7,4.91,5.8,2.4,17.42,363.3,652.1,341.1,63.09,30.87,171.51,19.9,11.19,0.58,51.0,0.0014,2025-05-26,84.56,Good
WQ1902,MadhyaPradesh,Groundwater,7.09,25.0,4.0,7.74,5.24,15.92,800.6,395.8,411.3,71.11,30.29,5.8,31.93,10.37,0.07,66.0,0.0214,2025-01-19,86.72,Good
WQ1903,WestBengal,Lake,7.96,20.2,2.62,8.17,1.09,4.95,377.0,801.7,322.9,70.85,24.1,43.45,80.14,19.5,0.23,4.0,0.0176,2025-01-22,86.89,Good
WQ1904,Karnataka,Lake,8.49,18.3,3.68,6.8,1.52,11.2,281.9,630.3,241.7,41.17,38.12,69.97,2.38,10.49,0.32,599.0,0.0106,2025-03-24,80.03,Good
WQ1905,Maharashtra,Well,8.25,27.1,11.34,6.89,1.14,21.13,587.4,703.2,387.7,31.93,36.65,12.73,8.63,14.11,0.1,147.0,0.0061,2025-07-17,82.94,Good
WQ1906,MadhyaPradesh,Groundwater,8.51,27.1,1.09,7.82,1.89,25.98,362.8,1042.1,30.8,122.58,29.96,116.0,25.37,10.96,0.42,104.0,0.027,2024-10-29,84.96,Good
WQ1907,Karnataka,Tap,7.79,20.0,0.11,6.54,1.01,0.01,281.7,345.9,107.8,47.9,25.66,109.08,13.06,7.97,0.05,73.0,0.0178,2024-04-08,91.38,Excellent
WQ1908,MadhyaPradesh,Pond,7.26,28.5,9.89,9.79,9.78,55.25,354.4,825.6,318.2,77.48,32.89,186.93,20.62,4.45,0.03,116.0,0.0069,2024-11-01,78.57,Good
WQ1909,Rajasthan,Pond,5.92,20.8,4.3,8.68,1.13,3.6,441.1,695.8,251.4,19.81,28.77,2.0,315.3,18.59,0.44,72.0,0.0121,2025-07-10,85.32,Good
WQ1910,Karnataka,Lake,7.0,25.3,11.07,8.75,0.31,5.32,718.4,600.0,310.6,53.01,37.73,19.54,87.27,8.42,0.17,67.0,0.0084,2024-02-11,93.02,Excellent
WQ1911,WestBengal,Groundwater,6.53,28.1,4.54,5.07,2.24,6.12,63.2,965.6,256.4,56.82,35.79,140.44,107.67,4.06,0.06,94.0,0.0089,2025-04-12,90.77,Excellent
WQ1912,MadhyaPradesh,Groundwater,8.94,23.8,8.31,6.84,0.18,0.77,454.6,963.7,307.1,71.82,12.78,88.83,138.27,0.7,0.33,48.0,0.004,2025-03-15,86.85,Good
WQ1913,UP,Tap,7.06,26.3,2.81,6.4,0.35,2.63,575.0,416.1,168.6,2.0,11.97,179.84,20.85,2.75,1.48,30.0,0.0062,2024-11-22,97.21,Excellent
WQ1914,WestBengal,Well,7.3,21.4,6.93,4.99,0.74,85.88,488.7,645.4,307.0,64.15,16.59,4.71,17.63,6.28,0.77,122.0,0.0008,2025-07-22,92.21,Excellent
WQ1915,Karnataka,Reservoir,7.64,23.0,12.21,7.72,1.87,7.57,712.0,784.4,349.4,31.26,36.71,72.7,13.33,2.58,1.01,278.0,0.0044,2024-02-02,86.78,Good
WQ1916,WestBengal,Pond,7.23,23.0,4.24,5.92,1.7,2.45,435.1,618.1,372.1,68.11,6.08,67.34,88.63,2.0,1.23,25.0,0.0119,2025-02-15,94.18,Excellent
WQ1917,MadhyaPradesh,Well,8.56,20.3,1.0,8.31,4.82,2.26,413.1,875.5,451.4,34.09,29.74,2.91,56.9,6.0,2.16,5.0,0.0306,2025-09-17,82.82,Good
WQ1918,Haryana,River,6.7,23.1,1.57,4.86,4.04,25.42,568.5,784.4,274.4,38.61,29.35,57.65,13.47,1.49,0.86,43.0,0.033,2024-04-23,91.09,Excellent
WQ1919,MadhyaPradesh,Pond,7.36,16.3,1.11,10.44,1.67,38.56,469.9,1249.8,277.4,53.16,38.95,75.23,23.66,12.89,0.56,585.0,0.0081,2025-05-22,85.65,Good
WQ1920,MadhyaPradesh,Well,6.61,21.5,1.42,5.21,1.22,5.94,371.9,240.9,97.7,33.69,27.16,16.99,35.33,5.3,0.27,265.0,0.0093,2024-02-25,91.55,Excellent
WQ1921,Rajasthan,Pond,6.14,22.6,1.83,7.44,1.14,0.42,553.2,663.3,196.9,48.11,8.88,25.54,37.55,6.82,0.12,136.0,0.0021,2025-07-09,90.03,Excellent
WQ1922,TamilNadu,Reservoir,6.71,22.7,4.05,8.58,4.46,5.05,319.5,427.4,230.7,30.17,13.49,81.81,109.79,1.28,0.7,397.0,0.0119,2025-12-24,86.29,Good
WQ1923,UP,River,7.17,22.8,4.43,5.86,0.16,1.16,327.8,881.2,355.0,14.17,10.82,50.53,23.95,3.14,3.17,88.0,0.0007,2024-12-17,95.76,Excellent
WQ1924,Bihar,Reservoir,6.86,23.7,2.78,8.7,0.04,2.18,344.4,214.8,188.9,85.45,18.54,156.16,119.58,4.22,0.38,614.0,0.0034,2024-11-24,91.0,Excellent
WQ1925,Maharashtra,Tap,6.65,26.4,4.78,4.54,4.76,11.3,720.6,803.9,329.6,27.6,22.81,33.53,29.11,13.21,0.77,53.0,0.011,2025-06-29,85.18,Good
WQ1926,Assam,River,6.07,28.4,0.43,9.9,1.95,5.23,20.0,511.0,249.8,55.53,11.01,24.81,68.59,11.76,0.41,41.0,0.0037,2024-09-26,88.36,Good
WQ1927,Punjab,Lake,7.13,20.8,0.46,7.03,0.42,14.51,529.1,479.8,232.3,78.82,42.65,335.26,133.14,2.02,0.34,152.0,0.0005,2024-07-14,96.46,Excellent
WQ1928,TamilNadu,Well,6.0,18.0,0.94,5.81,0.81,5.85,456.9,266.1,274.9,44.63,9.1,193.65,119.07,7.66,0.32,71.0,0.0178,2025-02-16,90.5,Excellent
WQ1929,Punjab,River,7.81,18.8,3.65,6.4,8.09,56.45,113.8,560.5,210.9,39.37,41.15,2.35,2.93,2.23,0.42,148.0,0.0037,2025-09-28,80.57,Good
WQ1930,Rajasthan,Tap,7.27,21.6,1.2,8.62,5.89,47.28,511.9,1025.4,207.1,65.66,39.22,117.83,11.51,35.55,0.27,55.0,0.0007,2024-03-19,78.24,Good
WQ1931,UP,Tap,6.03,22.2,1.67,5.83,3.71,16.73,545.2,692.4,79.5,87.95,35.78,9.35,32.4,24.31,0.83,144.0,0.0008,2025-10-18,80.35,Good
WQ1932,Kerala,Reservoir,6.95,20.2,2.56,5.5,1.97,8.75,567.9,888.3,225.2,30.77,16.67,2.23,28.24,6.63,1.24,48.0,0.0029,2024-03-23,93.56,Excellent
WQ1933,MadhyaPradesh,Pond,6.6,17.5,8.35,6.56,2.2,9.6,20.0,1199.4,202.0,56.25,29.11,25.58,51.21,9.6,1.29,8.0,0.002,2024-05-16,89.24,Good
WQ1934,Kerala,River,7.46,21.7,0.07,4.65,11.1,10.62,723.3,779.1,198.4,16.69,9.67,25.11,144.76,12.93,0.16,365.0,0.0149,2025-06-22,73.5,Good
WQ1935,Kerala,Well,8.27,24.9,5.24,10.64,10.12,26.01,302.5,532.4,291.7,50.17,35.93,136.88,5.96,10.21,1.36,322.0,0.0039,2025-11-19,70.61,Good
WQ1936,Odisha,River,5.7,27.0,5.53,5.87,0.73,12.02,587.3,840.2,315.9,60.86,24.11,99.21,30.06,9.63,0.25,530.0,0.0163,2025-12-19,82.56,Good
WQ1937,Delhi,Groundwater,7.29,21.2,8.01,8.66,5.0,38.86,598.2,536.7,273.2,38.63,20.09,319.67,10.69,25.47,0.22,189.0,0.0019,2024-11-01,79.12,Good
WQ1938,Kerala,Pond,7.07,21.9,13.5,7.42,0.66,57.68,274.7,548.7,349.5,48.58,10.32,99.45,112.27,7.26,0.78,172.0,0.0068,2024-11-06,90.71,Excellent
WQ1939,Maharashtra,Well,7.74,19.4,0.1,5.03,0.72,8.19,582.1,244.0,307.6,24.79,1.0,43.34,167.02,8.09,0.22,123.0,0.0116,2025-01-22,91.53,Excellent
WQ1940,Haryana,Well,7.37,23.8,0.83,6.99,3.38,16.45,372.9,977.9,220.5,61.93,12.54,96.03,32.57,15.14,0.03,20.0,0.0106,2025-12-25,88.09,Good
WQ1941,Delhi,Lake,6.6,19.8,10.87,8.57,1.56,2.0,35.7,584.2,203.7,86.39,38.35,600.0,5.49,8.87,0.28,31.0,0.0092,2025-07-02,89.43,Good
WQ1942,Rajasthan,Reservoir,6.94,26.9,3.07,6.62,8.04,4.47,683.5,754.6,281.3,32.57,20.17,99.07,76.92,10.56,0.77,51.0,0.0259,2025-05-20,83.04,Good
WQ1943,Assam,Lake,6.56,15.1,4.16,9.39,0.28,10.67,295.0,389.2,307.4,44.43,22.97,114.73,59.72,2.13,0.24,331.0,0.0026,2025-01-22,92.18,Excellent
WQ1944,TamilNadu,Well,8.06,22.2,5.44,9.04,2.15,4.62,279.1,830.8,389.8,72.56,32.87,222.92,21.9,3.71,0.6,28.0,0.0068,2024-10-19,88.45,Good
WQ1945,Haryana,Pond,7.22,25.5,5.68,8.84,7.52,41.84,369.4,471.4,369.1,90.3,46.67,9.65,109.2,1.27,0.65,384.0,0.0215,2024-06-27,81.7,Good
WQ1946,WestBengal,River,8.72,24.9,13.42,6.08,7.03,3.45,504.4,657.5,195.9,22.67,40.9,97.6,186.14,5.64,0.79,111.0,0.0008,2025-11-02,74.03,Good
WQ1947,Karnataka,River,7.15,37.5,28.96,4.84,0.51,12.16,438.5,963.3,239.8,55.78,13.33,152.2,40.81,4.87,1.36,189.0,0.0006,2025-03-04,86.45,Good
WQ1948,Odisha,Pond,6.63,25.7,6.37,5.77,1.37,18.61,559.6,937.2,317.1,67.08,1.69,246.99,41.7,46.92,0.34,18.0,0.0027,2025-06-07,79.93,Good
WQ1949,Haryana,Well,5.99,19.0,1.69,7.39,2.9,23.54,182.1,693.4,356.8,57.45,53.32,18.96,17.66,7.56,0.11,47.0,0.01,2025-11-11,87.36,Good
WQ1950,Bihar,Tap,5.76,23.5,10.59,8.09,0.52,9.66,301.5,169.6,343.9,2.0,52.23,56.08,43.91,12.35,0.23,477.0,0.003,2024-11-07,81.37,Good
WQ1951,Kerala,River,5.93,15.1,0.25,2.66,10.33,40.67,426.8,1597.8,243.6,72.53,27.26,91.29,28.96,3.25,0.34,46.0,0.0021,2024-03-20,77.65,Good
WQ1952,Rajasthan,Tap,7.41,23.6,1.31,6.98,7.39,16.8,829.6,1223.8,124.6,97.98,9.75,22.74,17.99,14.25,0.75,53.0,0.0061,2024-01-14,81.67,Good
WQ1953,Gujarat,River,7.61,19.8,11.38,7.32,0.55,11.58,427.2,916.8,150.1,62.92,36.56,73.4,3.48,7.64,0.01,33.0,0.0095,2024-02-23,90.09,Excellent
WQ1954,Karnataka,River,5.94,28.6,1.48,6.44,0.39,1.39,667.0,474.0,277.3,34.22,23.7,23.83,14.56,9.55,0.23,21.0,0.0029,2025-03-22,90.6,Excellent
WQ1955,Punjab,Reservoir,7.92,21.3,1.25,9.58,0.27,12.5,457.7,665.9,284.2,47.17,23.64,32.45,11.02,2.79,0.91,40.0,0.0036,2024-03-05,93.38,Excellent
WQ1956,Maharashtra,Reservoir,6.81,23.4,0.74,7.84,7.21,34.38,353.3,537.0,140.1,104.25,35.73,46.6,39.05,6.36,0.67,154.0,0.0095,2025-01-06,84.56,Good
WQ1957,Punjab,Groundwater,7.32,20.8,9.8,9.62,0.65,19.07,400.7,1079.2,254.5,82.75,29.01,60.26,46.02,8.04,0.79,91.0,0.0291,2025-05-17,91.16,Excellent
WQ1958,Haryana,Lake,8.49,32.7,3.47,6.57,1.62,35.7,416.3,778.8,313.1,76.0,10.77,47.73,46.9,7.12,1.0,121.0,0.0112,2025-07-23,85.73,Good
WQ1959,Assam,Pond,7.92,22.4,5.62,8.87,1.79,13.62,570.7,464.8,134.9,68.91,21.1,54.37,24.57,19.74,0.92,20.0,0.0153,2024-04-05,84.91,Good
WQ1960,Punjab,Pond,6.99,33.2,1.37,10.27,2.74,2.52,724.9,558.8,360.5,43.47,32.93,28.37,27.34,18.28,0.69,243.0,0.0046,2025-06-16,87.52,Good
WQ1961,Bihar,Pond,6.49,28.1,7.09,9.62,0.22,0.27,521.9,1036.4,212.2,54.99,31.12,13.85,89.86,28.32,0.35,230.0,0.0032,2024-09-16,84.2,Good
WQ1962,Rajasthan,Groundwater,5.48,26.4,7.14,4.82,0.77,7.23,687.4,1180.0,375.8,58.05,28.14,3.88,32.34,8.81,2.47,3.0,0.0061,2025-08-07,86.43,Good
WQ1963,WestBengal,Reservoir,6.62,25.8,1.87,6.49,8.04,23.95,257.0,1158.5,196.7,73.74,36.2,17.45,220.21,28.58,0.51,73.0,0.0165,2024-09-04,76.17,Good
